,EWE,ENGLISH
87,"Amewo nya eƒe hawo ale gbegbe be esi Papa Yohanes Paolo ewe lia va Togo le eƒe akpe ɖeka bla sieke kple enyiʋɔ atɔ le ɣleti enyi lia me (08/1985) la, wo yɔɛ be wɔa va dziha nɛ le eƒe misa me, eye emegbe la eyi Papa gbɔ va dziha nɛ.
","People knew his songs and they were useful for the Mass that they invited him to sing during the celebration of Mass when Pope John II came to Togo in August 1985, and then after the Mass he went to sing for Pope."
88,"Edze be ma ɖo ŋku edzi be, le eyiyi ma wome la fada ameve tso Polonyi nɔ Tado-Domé ƒe katoliko hanɔƒea.
","I have to mention that, at that time we have in our village Tado-Domé, two Priests from Poland who were catholic missionaries."
89,"Eƒe eha vevi dometɔ ɖeka enye « Mawu nya vivi » eye eha ƒe eme nyawo enye :
","One of his best songs was ""God’s words are sweet "" and the song’s words were:"
90,"Mawu nya vivi
",God’s words are sweet
91,"Akpan be mawu nya vivi ŋtɔ (2x)
",Akpan says God’s words are too sweet
92,"Ameɖe gbe Mawu nya ŋdi kɛnyɛ
",Somebody refuse the word in morning
93,"Fiɛ sime ɖo afoku la va dzedzie (2x)
",In evening he will meet trouble (or accident)
94,"chorus:
",chorus:
95,"Edze vivinɔ
",Salt is sweet
96,"Ɣehowa be edze vivinɔ
",Yehowa says salt is sweet
97,"Dzeɖe gbebe eye ma vivivo
",The salt that refuse to be sweet
98,"Ye woa sɔ kɔŋgbe aso afo so lidzi.
",It will be throwing away and walk over.
99,"Ŋkɔ nye enye AFOUTOU Djoubogbé Kossi, o dzim le damɛ ŋkeke blawe vɔ ene, le eƒe akpe ɖeka alafa asieke blanyi vɔ ɖekɛ lia dzi(24/05/1981).
","My name is AFOUTOU Djoubogbé Kossi, I was born in May 24, 1981."
100,"Etɔnye ŋkɔ enye Kounoudji etso Tado-Domé (Moyen-Mono) eye enɔnye ŋkɔ enye Akouvi tso Kouma-Aɖamé (Kloto nuto me).
",My father’s name is Kounoudzi from Tado-Domé (Moyen-Mono) and my mother’s name is Akouvi from Kouma-Aɖamé (Kloto).
101,"Meɖo nɔvi nyɔnuvi eve kple nɔvi ŋsuvi eve.
",I have two sisters and two brothers.
102,"Mewu nye suku nu le « Université de Lomé » eye me hɔ diplom si ŋkɔ enye « Maîtrise en Gestion » le efe akpe eve kple adɛ me(2006).
","I was graduated at University of Lomé and I had master in ""Accounting, Business Administration and Management "" in 2006."
103,"Meva Polonyi zi gbãtɔ le eƒe akpe eve kple adrɛ lia me (2007) to AIESEC ƒe ɖoɖo nu, na enu fiafia kuɖe akɔta kple adzɔ dodo nya wo ŋti le polonyi ƒe suku kɔkɔ wo si ŋkɔ nye « szkoła średnia » le Wielkopolska ƒenu towo me.
",I came to Poland for the first time in 2007 for an internship through AIESEC in teaching entrepreneurship and culture in Wielkopolska region’s high schools.
104,"Le eyiyi ma me la, mekpo be monu kpokpo le ŋtinye, be mateŋ ade suku kɔkɔ lafiyi.
",At this time I notice that it is an opportunity for me to study here.
105,"Eye esi metrɔ yi Togo le ɣleti gbãto ƒe ŋkeke wiatɔ liadzi le eƒe akpe eve kple enyi la me la (15/01/2008), me tamɔ be ma va yi suku nye dzi le afiyi (Poznan), elabena suku fɛa me sɔgbɔ la fiyi o, eye medi hã vevie be ma de sukua le aɣlisigbeme.
","And when I return back to Togo in January 15, 2008 I plan to continuous my studies here (in Poznan), because the tuition fee is cheaper and I wanted as well to study in English."
106,"Metrɔwa Polonyi le dasiamime ŋkeke wiatɔ liadzi le eƒe akpe eve kple enyi liadzi (15/08/2008) vaseɖe ŋkeke sia dzi.
","I came back in August 15, 2008 till today."
107,"Menye ɖekakpui aɖe si dzina dzɔdzɔɛ nye nye, anukɔɖe kple ŋtifafa eye me wɔdɔ vevie elabena me kãɖedzi be edɔwɔwɔ ɖeka ko ateŋ a ɣe vovo va na ame siame.
","I am a gentleman who fights for justice, truth and peace and I work hard because I believe that only real work can bring freedom to everybody."
108,"Nye dzidzi enye be ma trɔ ŋɖe le hehe ya me, ma ʋli ŋtifafa eye ma kpeɖe wɔamenɔ kple fukpelawo ŋti.
","My ambition is to change something in this world, fight for peace and help poor and suffering people."
109,"Taɖodzi nye enye be ma wɔdɔ eye emegbe la, ma ʋu nye ŋtɔ ƒe adzɔ nu le esɔ me.
",My target is first to work for company and open my own business in the future.
110,"Eye nye ŋkɔ ƒoɖo nya enye be ""Afrika dukɔwo ɣia vovo kpokpo "".
","And my motto is ""African countries want to be free ""."
111,"KƆSIƉAME ŊKEKEWO KPLE EME NYAWO
",DAYS IN THE WEEK WITH THEIR STEREOTIPES
112,"Le Eʋe dukɔwo mela, ŋkɔ nye dzesiaɖe, eye dzigbe ŋkeke nyena ŋkeke tɔxɛ na Eʋevi ɖesiaɖe klui.
",Mean while almost every person from Ewe group is named according to the day in the week on which he or she was born.
113,"Tso Dzoɖa ŋkekedzi vasede Kɔsiɖa ƒe ŋkekedzi la, ŋkeke ɖesiaɖe ɖo dzigbe ƒe ŋkɔ, eye neneŋ ƒe ŋkɔ ɖena amesi tsɔ ŋkɔla ƒe aƒevi nyenye fiana.
","And it easy to remember the day in the week on which one person was born, because each day in the week has a specific name, which is connected with Ewe culture."
114,"Dzigbezã alo dzigbe ŋkɔ ateŋ aƒonu kuɖe amesi tsɔ ŋkɔla ƒe tsɔme ŋti.
",The person using one of those names are easily identify as Ewe ethnical group descendant.
115,"Miele nu ŋlɔge tso neneŋ ƒe ŋkɔ kple eƒe tsɔme nyawo ŋti le enyasio gbɔna la me :
","We are going to provide information about the names, their meaning and their stereotype in the coming words:"
116,"DZOƉA: ŋkeke gbãtɔ - dzoɖaviwo
",MONDAY: Day one – Monday’s natives
117,"Emevio tɔna ŋkɔ siawo :
",Descendant from Ewe group named as follow:
118,"Ŋsuwo : Kɔdzo, Kɔdzo, Kɔdzovi, Kɔdzogã, Kudzo, Kudzovi, Kudzogã
","Boys: Kɔdzo, Kɔdzo, Kɔdzovi, Kɔdzogã, Kudzo, Kudzovi, Kudzogã"
119,"Nyɔnuwo : Adzo, Adzovi, Adzogã, Adzowavi, Adzowagã, Adzowa, Adzotɔ.
","Girls: Adzo, Adzovi, Adzogã, Adzowavi, Adzowagã, Adzowa, Adzotɔ."
120,"Dzoɖaviwo ƒe agbeme wɔnawo kple woƒe nunana tso wɔla gbɔ Dzoɖaviwo nye na amefafa wo, wo me ʋlinaɖo kaba kaba le enuwo ŋti o, vɔ gake to egbɔ be woateŋ a tsidzi hã la, wo buna tame ŋtɔ hafi wo wɔnanu.
","Life style of Monday’s natives and their spirit gift from the creator Monday’s natives are generally shy, they do not hurry much about things, even though they could, they do think over before taken appropriate action according to the situation."
121,"Dzoɖaviwo me lɔnabe yewoa dzagɔ le amedzi o, eye wo haanu alegbegbe nenye be wo wɔnu davo le amebubu ŋti.
",They do not like to offend or hurt people and they suffer if it happens that they do hurt or make other people sad.
122,"Dzoɖaviwo lɔna ame vevie eye wo tsɔnanu doadzidzɔ ɖe woƒe ameveviewo alo woƒe lɔlɔtɔwo ŋti, wo dzina hã be amewo nelɔ yewo abe yewo lɔwo ene, eye ameɖokui tsɔtsɔ savɔ ɖe amebubuta nyena dzoɖavio ƒe agbemenyawo.
","Monday’s natives are people who love very much their partner or their friends and they like to offer gift to their close relations or partner to make them happy, they want people to like or love them the same way they did to them, and they easily can offer their life to save others."
123,"Lɔlɔ nye nu tɔhɛ na wo.
",Love is very important for them.
124,"Dzoɖaviwo dzina be yewoa wɔ nugãwo le agbeme eye wo nɔna drɔɛgãwo kukum, wo ga nyena amesiwo nɔna dzikudom edzi edzi eye le eyiyiaɖewo megbe kola, wobe dziku dodoa nu va yina enumake.
","They like to make great realizations and they do have great dreams, also they are people that quickly become angry and after few time they become happy."
125,"BRAƉA: ŋkeke evelia – braɖaviwo
",TUESDAY: Day two – Tuesday’s natives
126,"Emevio tɔna ŋkɔ siawo :
",Descendant from Ewe group named as follow:
127,"Ŋsuwo : Kɔmla, Kɔmlavi, Kɔmlagã
","Boys: Kɔmla, Kɔmlavi, Kɔmlagã"
128,"Nyɔnuwo : Abra, Abravi, Abragã, Abrewavi, Abrewagã, Abrewa
","Girls: Abra, Abravi, Abragã, Abrewavi, Abrewagã, Abrewa"
129,"Braɖaviwo ƒe agbeme wɔnawo kple woƒe nunana tso wɔla gbɔ Braɖaviwo nyena amesiwo nyananu kuɖe amegbetɔ ƒomea ŋti.
","Life style of Tuesday’s natives and their spirit gift from the creator Tuesday’s natives, are people that have a great gift of general over view about humans, they know humans characteristics well."
130,"Wo ga nyena amesiwo kpɔna dzidzɔ alo wɔna vividodoɖe amehaviwo ŋti.
",They like to enjoy themselves and their relations.
131,"Nublanui kpɔkpɔɖe amehaviwo ŋti nyena enusi hɔna teƒe geɖe le woƒe agbewome.
","They like to express their feelings to people, and they can use their time or moment doing so."
132,"Braɖaviwo ɖoato amewo nyuie, woƒe nugɔmesese nye kpɔɖeŋu eye le nenemanu ke woƒe dziku dodo kaba kaba hã vaname ema.
","They like to be close and listen to people, their understanding is an example but in the same way they become quickly angry."
133,"Braɖaviwo nye amesiwo lɔnabe yewoa nye amekplɔlawo alo zimenɔlawo alo amenunɔlawo.
",They like to be leader or chief or responsible for something.
134,"Braɖaviwo kpɔna dzidzɔ alegbegbe eye tamesusu nyuie hã nɔna wosi alebe enuenula, wo dzinabe yewoa wɔ nusi dze alo nusi nye nuteƒe la.
",They are happy people and they do have very great mind mean while they are rational people and they do things true.
135,"Braɖaviwo nyena amesiwo nyananu nyuie eye woƒe nusɔsrɔ wɔnawo le suku dzenaedzi nawo nyuie alegbegbebe, edɔwɔwɔ kude agbãle ŋti alo asinu dɔwɔwɔ nye enusi ɖenavi nawo ŋtɔ.
","The natives of Tuesday are intelligent people, they observe great studying and the have success in professional life."
136,"Braɖaviwo lɔna enumama kple wohaviwo eye wo ɖona enukomo ɖe wohaviwo ŋti.
",They like to share and welcome people.
137,"KUƉA: ŋkeke etɔlia – kuɖaviwo
",WEDNESDAY: Day three – Wednesday’s natives
138,"Eme vio tɔna ŋkɔ siawo :
",Descendant from Ewe group named as follow:
139,"Ŋsuwo : Kɔku, Kɔkuvi, Kɔkugã
","Boys: Kɔku, Kɔkuvi, Kɔkugã"
140,"Nyɔnuwo : Aku, Akuvi, Akugã, Akuwa, Akuwavi, Akuwagã, Akutɔ
","Girls: Aku, Akuvi, Akugã, Akuwa, Akuwavi, Akuwagã, Akutɔ"
141,"Kuɖaviwo ƒe agbeme wɔnawo kple woƒe nunana tso wɔla gbɔ Le kuɖaviwo ƒe dzɔdzɔmekela, woyɔfu kple ʋliʋlidodo kpakple edzitsitsi, eye wonɔ edzitsim le eyiyi geɖewome le wɔnaɖewoŋu.
","Life style of Wednesday’s natives and their spirit gift from the creator From the beginning, the natives of Wednesday are full of bravery and spontaneity or quickness and sometimes they do things with spontaneity."
142,"Kuɖaviwo nyena amesiwo dzena agbagba geɖe eye ga sɔ yi edzila, wo nyena amesiwo nye nyateƒe tolawo le ɣeyiyigeɖewo me.
",They are courageous people and further more they are people who tell true in many circumstances.
143,"Kuɖaviwo ƒe dzitsitsi va nanabe woƒe nuwɔnawo ɖeadzi leƒo na wohaviwo le ɣeyiyiaɖe wo me.
","Their spontaneity some times, in some actions make their relations perplex or unhappy."
144,"Kuɖaviwo ʋuna woƒe dzime na wo haviwo fa, eye wo kuaɖe wohaviwoŋu vevie.
",They really open their heart to relations and they like to be very close to their relations.
145,"Wo dzina hã be, yewoa nye kpɔneŋu le ƒome gbenɔnɔme, vo gake edzi edzi la, nugɔme mase mase nana be wome kpɔna dzidzeme le srɔgbenɔnɔ me o.
","They usually want to be an example in family’s life, but often, lack of understanding or incomprehension make their family every day life unhappy or perplex."
146,"Kuɖaviwo lɔna alɔnudɔwɔwɔ nyuie.
",They do manual work very well.
147,"Wo nɔna aza ɖuɖu alo dzidzɔ kpɔkpɔ teƒewo eye wo lɔna atsɔ wɔwɔ ŋtɔ.
",They usually like to be part of enjoyment activities mean while they look very good.
148,"YAWOƉA: ŋkeke enelia – yawoɖaviwo
",THURSDAY: Day four –Thursday’s natives
149,"Eme vio tɔna ŋkɔ siawo :
",Descendant from Ewe group named as follow:
150,"Ŋsuwo : Yawo, Yawovi, Yawogã
","Boys: Yawo, Yawovi, Yawogã"
151,"Nyɔnuwo : Yawa, Yawavi, Yawagã
","Girls: Yawa, Yawavi, Yawagã, Ayawa"
152,"Yawoɖaviwo ƒe agbeme wɔnawo kple woƒe nunana tso wɔla gbɔ Yawoɖaviwo nye amesiwo tsɔna woƒe tame susu alo tagomenya ko sɔ wɔna dɔ, elabena wome ɖoato amebubu aɖeke o, eye yawoɖaviwo ƒe tonu mase mase nana be wo wɔna nusi woɖoɖe dzidzi ko.
","Life style of Thursday’s natives and their spirit gift from the creator Thursday’s natives are people that use only their knowledge and their mind to do things, simply because they do not listen to advises, and this attitude of avoiding advises make them do things according to their mind or their heart."
153,"Yawoɖaviwo ɖenabla wɔna nu kaba kaba kple tamesusu ko be yewo ma ɖoto amebubu o.
",They do things as fast as possible only to avoid advises.
154,"Wo nyena amesiwo ateŋ anya agbãlɛ nyuie alo ateŋ awɔ asinudɔ nyuie, vɔ toegbɔ be wome ɖoato amewo wola, yawoɖaviwo ƒe nunya alo ŋgɔgbe dede nyena kame tete geɖe le woƒe agbe wome.
","They are people who can easily study or who can easily do manual works, but because of their attitude of avoiding advises their studies or the improvement of their intelligent have limit in their life."
155,"Vɔ gake yawodaviwo nye amesiwo lɔna ƒome gbe nɔnɔ eye wo wɔna ƒomeme ƒe nyawo nyuie, elabena wo nya alesi woateŋ aƒonu le amedomee.
",But they behave very well in family relations and they take care of family very good because they have master of speech and conversation between people.
156,"Wo ganyena amesiwo nɔ dziku dom ko eye woƒe fulele tɔgbe meli o.
",They can be easily angry and their anger last long.
157,"FIƉA: ŋkeke atɔlia – fiɖaviwo
",FRIDAY: Day five – Friday’s natives
158,"Eme vio tɔna ŋkɔ siawo :
",Descendant from Ewe group named as follow:
159,"Ŋsuwo : Kofi, Kofivi, Kofigã
","Boys: Kofi, Kofivi, Kofigã"
160,"Nyɔnuwo : Afi, Afivi, Afigã, Afiwavi, Afiwa, Afiwagã, Afiyo
","Girls: Afi, Afivi, Afigã, Afiwavi, Afiwa, Afiwagã, Afiyo"
161,"Fiɖaviwo ƒe agbeme wɔnawo kple woƒe nunana tso wɔla gbɔ Fiɖaviwo nye vevie dola gãwo, wo lɔna ŋsɛ dɔwɔwɔ aklaɖi tɔɛ eye wo ga nyena kãlɛ wɔlawo kpakple kutri kulawo.
","Life style of Friday’s natives and their spirit gift from the creator The natives of Friday are the most courageous people, they work hard, very strong, and they are very determined people."
162,"Fiɖaviwo ƒe susu wome ʋu nyuie eye wo nyena ŋzɔnɔlagãwo le ƒome alo edume.
",Friday’s natives are open mind people and their very clever people in a family or in a country.
163,"Vevie dodo nana be fiɖaviwo nyena suku dela nyuie kple asinudɔ wɔla nyuie wo.
",Their determination helps them to study and to do manual work very well.
164,"Wo ɖena susu nyuie wo alegbegbe eye wo lɔna bubu dede amewo ŋti ɖe nɔnɔmenyuie tɔme.
",They have very good ideas and they respect people in very good conditions.
165,"Fiɖaviwo lɔna wo srɔwo alegbegbe kpakple woƒe viwo ŋtɔ eye ebe lele na ƒome nyena enu hɔasi le woƒe ŋkume.
",They love their wife and their children very much and taking care of family is the most important thing in their point of view.
166,"Vɔkela, fiɖaviwo ʋaaŋu alegbegbe eye wo me nana nu ame ko o, wo nana nu ame kple susu be enua wɔa ɖevi.
","But, the natives of Friday are very jealous and they do not share with people without reason, they help people when it is needed."
167,"MEMLƐƉA: ŋkeke adelia – memlɛɖaviwo
",SATURDAY: Day six – Saturday’s natives
168,"Eme vio tɔna ŋkɔ siawo :
",Descendant from Ewe group named as follow:
169,"Ŋsuwo : Kɔmi, Kɔmivi, Kɔmigã, Kwami, Kwame
","Boys: Kɔmi, Kɔmivi, Kɔmigã, Kwami, Kwame"
170,"Nyɔnuwo : Ami, Amivi, Amigã, Ama, Amevi, Amagã, Ameyo
","Girls: Ami, Amivi, Amigã, Ama, Amevi, Amagã, Ameyo"
171,"Memlɛɖaviwo ƒe agbeme wɔnawo kple woƒe nunana tso wɔla gbɔ Memlɛɖaviwo nye amesiwo nɔanyi kpoo, wo me nye tukaɖa wɔlawo o.
",Life style of Saturday’s natives and their spirit gift from the creator Saturday’s natives are people generally calm and they do not make troubles.
